到爱的距离	514	396	396	508	0.78	0.99	1.00
超级保镖	859	390	382	841	0.45	0.98	0.98
怒火英雄	497	390	390	494	0.79	0.99	1.00
盗墓笔记电影	1478	389	384	1358	0.28	0.92	0.99
女大学生裸身坠亡	1279	388	382	1247	0.31	0.97	0.98
蜗牛的爱情	679	388	388	676	0.57	1.00	1.00
dj	1562	387	201	648	0.31	0.41	0.52
蜡笔小新国语	481	385	385	478	0.81	0.99	1.00
美人心计	541	385	385	539	0.71	1.00	1.00
我爱男保姆	430	385	385	430	0.90	1.00	1.00
ssw锤石皮肤	749	384	384	749	0.51	1.00	1.00
四平青年2(二龙湖浩哥之风云再起)	1337	384	372	1263	0.29	0.94	0.97
tfboys	1363	383	286	959	0.30	0.70	0.75
还珠格格	1080	383	383	1077	0.36	1.00	1.00
开讲啦	1036	383	362	943	0.38	0.91	0.95
车祸	590	382	321	495	0.65	0.84	0.84
基督教舞蹈	806	381	117	309	0.38	0.38	0.31
无脸男	589	381	356	512	0.70	0.87	0.93
暴走大事件	907	380	379	899	0.42	0.99	1.00
步步惊心丽20预告	1480	380	366	1437	0.25	0.97	0.96
经典三级电影	3045	380	360	2742	0.13	0.90	0.95
太子妃升职记	614	380	378	556	0.68	0.91	0.99
瑜伽	1511	380	245	827	0.30	0.55	0.64
橘子果酱	880	380	377	853	0.44	0.97	0.99
苗阜	709	378	280	464	0.60	0.65	0.74
科比	848	376	293	587	0.50	0.69	0.78
挖土机	532	376	277	375	0.74	0.70	0.74
军情观察室	1516	375	368	1466	0.25	0.97	0.98
小罗恶搞	425	374	144	224	0.64	0.53	0.39
错点鸳鸯	704	373	370	659	0.56	0.94	0.99
我是歌手	1072	373	369	1019	0.36	0.95	0.99
十二道锋味	1003	372	369	986	0.37	0.98	0.99
小米note2评测	819	372	340	687	0.49	0.84	0.91
海绵宝宝	792	371	360	763	0.47	0.96	0.97
神探狄仁杰	673	371	371	654	0.57	0.97	1.00
红楼梦	916	370	363	857	0.42	0.94	0.98
画江湖第2部	1164	369	369	1140	0.32	0.98	1.00
猛鬼差馆	1290	369	341	1204	0.28	0.93	0.92
汪汪队	570	369	363	552	0.66	0.97	0.98
于震电视剧大全	655	369	306	423	0.72	0.65	0.83
周杰伦	1532	369	236	807	0.29	0.53	0.64
奥沙利文	765	368	325	644	0.50	0.84	0.88
饥荒	796	368	344	752	0.46	0.94	0.93
李连杰电影大全	740	368	163	346	0.47	0.47	0.44
鬣狗	623	368	152	211	0.72	0.34	0.41
刘德华电影国语全部	1034	367	115	306	0.38	0.30	0.31
爱上夜蒲团	3135	366	343	3072	0.11	0.98	0.94
还珠格格第二部	639	366	361	517	0.70	0.81	0.99
大秧歌	549	365	364	546	0.67	0.99	1.00
挑战不可能	802	365	347	731	0.47	0.91	0.95
美人鱼	960	364	357	843	0.42	0.88	0.98
下一站婚姻	630	364	364	613	0.59	0.97	1.00
鹿鼎记	922	362	358	901	0.40	0.98	0.99
韩国伦理电影片大全	1164	361	261	725	0.36	0.62	0.72
我的团长我的团	494	361	356	479	0.74	0.97	0.99
习洪会	1806	360	321	1682	0.19	0.93	0.89
性交	955	360	333	774	0.43	0.81	0.93
动物交配	338	358	167	152	1.10	0.45	0.47
两个女人的战争	433	358	358	420	0.85	0.97	1.00
旋风少女	713	358	358	623	0.57	0.87	1.00
勇敢的心	532	358	357	527	0.68	0.99	1.00
张海宇	837	358	246	591	0.42	0.71	0.69
古惑仔	1183	357	352	1137	0.31	0.96	0.99
动物世界	1220	356	347	1077	0.32	0.88	0.97
古剑奇谭	576	356	355	524	0.68	0.91	1.00
歼20珠海航展视频	548	356	327	517	0.63	0.94	0.92
三生三世十里桃花	1114	356	344	1085	0.32	0.97	0.97
抓钱舞	500	353	333	404	0.82	0.81	0.94
2016珠海航展直播	848	351	283	732	0.39	0.86	0.81
歼-20亮相航展	433	351	349	412	0.85	0.95	0.99
打针	1210	350	120	368	0.33	0.30	0.34
骚男	783	350	318	711	0.45	0.91	0.91
东成西就	490	349	321	469	0.68	0.96	0.92
黎明之前	418	349	349	415	0.84	0.99	1.00
黑狐	613	348	348	607	0.57	0.99	1.00
射雕英雄传83版	524	348	347	513	0.68	0.98	1.00
不良人	665	347	347	662	0.52	1.00	1.00
结婚为什么 电视剧	359	347	347	359	0.97	1.00	1.00
lol	1173	346	313	1099	0.28	0.94	0.90
火蓝刀锋	617	345	345	615	0.56	1.00	1.00
恐龙世界	572	345	308	535	0.58	0.94	0.89
兰博基尼	747	345	222	336	0.66	0.45	0.64
初级瑜伽	643	344	333	598	0.56	0.93	0.97
欢乐喜剧人第三季2016	1671	344	337	1591	0.21	0.95	0.98
寻秦记	461	344	344	458	0.75	0.99	1.00
我的世界籽岷	910	342	238	508	0.47	0.56	0.70
背着奶奶进城	319	339	339	319	1.06	1.00	1.00
乡村爱情7	512	338	338	500	0.68	0.98	1.00
楚汉传奇	539	337	336	521	0.64	0.97	1.00
咱们结婚吧	633	337	336	618	0.54	0.98	1.00
净空法师	988	336	217	510	0.43	0.52	0.65
最好的我们	578	336	336	567	0.59	0.98	1.00
家有儿女	694	335	335	691	0.48	1.00	1.00
铁齿铜牙纪晓岚	569	334	334	566	0.59	0.99	1.00
笑傲江湖第三季	1155	334	296	908	0.33	0.79	0.89
植物大战僵尸2	573	334	175	248	0.71	0.43	0.52
传祺gs8	694	333	263	467	0.56	0.67	0.79
老电影	1348	333	129	421	0.31	0.31	0.39
现货白银	152	333	5	40	0.12	0.26	0.02
许华升搞笑视频大全	644	332	189	298	0.63	0.46	0.57
长沙保卫战	421	330	330	417	0.79	0.99	1.00
大秦帝国	471	330	327	455	0.72	0.97	0.99
二人转正戏全集	1486	330	171	461	0.37	0.31	0.52
马云演讲	1003	330	285	703	0.41	0.70	0.86
hello女神	858	329	329	850	0.39	0.99	1.00
屌丝男士	732	329	329	720	0.46	0.98	1.00
三国演义老版本84	504	328	328	502	0.65	1.00	1.00
特警力量	535	328	327	510	0.64	0.95	1.00
调皮王妃	491	327	326	476	0.68	0.97	1.00
小幸运	798	327	208	532	0.39	0.67	0.64
成龙电影	601	326	165	266	0.62	0.44	0.51
外围女	564	326	228	381	0.60	0.68	0.70
火星情报局	868	325	325	848	0.38	0.98	1.00
歼20 珠海航展	394	325	312	385	0.81	0.98	0.96
现货原油	160	325	14	22	0.64	0.14	0.04
lol末日人机	528	324	323	523	0.62	0.99	1.00
宝骏310	490	324	194	300	0.65	0.61	0.60
动物性行为	506	324	164	198	0.83	0.39	0.51
猫和老鼠 TV版	1017	324	302	963	0.31	0.95	0.93
长征胜利80周年	744	323	240	529	0.45	0.71	0.74
极限挑战第三季	905	323	323	901	0.36	1.00	1.00
美国大选	722	323	305	628	0.49	0.87	0.94
小公主苏菲亚第二季	197	323	323	193	1.67	0.98	1.00
街舞	686	322	281	511	0.55	0.74	0.87
万圣节的由来	394	322	279	350	0.80	0.89	0.87
王健林	797	322	217	491	0.44	0.62	0.67
超少年密码	475	321	319	466	0.68	0.98	0.99
怒火英雄 电视剧	342	321	321	342	0.94	1.00	1.00
致青春	617	321	321	616	0.52	1.00	1.00
神犬小七第二季	505	320	308	463	0.67	0.92	0.96
蜗牛也有爱情	3471	320	307	3413	0.09	0.98	0.96
apple pen	655	319	241	494	0.49	0.75	0.76
钓鱼	652	319	237	446	0.53	0.68	0.74
一线	686	319	319	680	0.47	0.99	1.00
faded	741	318	241	492	0.49	0.66	0.76
搭错车	520	318	318	512	0.62	0.98	1.00
公益广告	603	318	204	345	0.59	0.57	0.64
欢乐颂电视剧	518	318	318	501	0.63	0.97	1.00
企业宣传片	593	318	218	357	0.61	0.60	0.69
汪汪队立大功第三季	502	318	317	498	0.64	0.99	1.00
飞哥大英雄	374	317	317	353	0.90	0.94	1.00
冠道	503	317	235	393	0.60	0.78	0.74
乔家大院	366	317	315	351	0.90	0.96	0.99
色戒 汤唯版 电影完整	808	317	293	684	0.43	0.85	0.92
上错花轿嫁对郎	604	317	317	595	0.53	0.99	1.00
宜昌保卫战电视剧36	528	316	316	527	0.60	1.00	1.00
papi酱	500	315	295	449	0.66	0.90	0.94
se情片电影a及片	1283	315	219	971	0.23	0.76	0.70
大话西游3	2030	315	307	1980	0.16	0.98	0.97
大侠日天	662	315	314	656	0.48	0.99	1.00
名侦探柯南国语版	316	315	315	312	1.01	0.99	1.00
三国演义全部95集	660	315	315	652	0.48	0.99	1.00
综艺节目快乐大本营	813	315	311	796	0.39	0.98	0.99
冰妹	568	314	242	371	0.65	0.65	0.77
武庚纪	726	314	314	724	0.43	1.00	1.00
闯关东	440	313	312	425	0.73	0.97	1.00
飞虎神鹰	526	313	313	515	0.61	0.98	1.00
京剧	1004	313	226	705	0.32	0.70	0.72
中国惊奇先生	591	313	313	591	0.53	1.00	1.00
打狗棍	508	312	312	478	0.65	0.94	1.00
杉杉来了 全34集	364	312	312	356	0.88	0.98	1.00
海峡两岸	910	311	311	906	0.34	1.00	1.00
蚂蚱电视剧	406	311	311	405	0.77	1.00	1.00
一转成双2016最新一期	838	311	274	718	0.38	0.86	0.88
苏菲亚公主动画片中文版	183	310	308	178	1.73	0.97	0.99
我想和你唱	720	309	301	653	0.46	0.91	0.97
小猪佩奇第4季第53集	532	309	308	529	0.58	0.99	1.00
邮差	555	309	308	544	0.57	0.98	1.00
周云鹏	940	309	220	748	0.29	0.80	0.71
老家门口唱大戏	438	307	307	436	0.70	1.00	1.00
十八届六中全会公报	901	307	263	773	0.34	0.86	0.86
吴京电影	595	307	294	455	0.65	0.76	0.96
爱探险的朵拉	670	306	297	653	0.45	0.97	0.97
恐怖片	1035	306	174	379	0.46	0.37	0.57
逆流成河	554	306	195	326	0.60	0.59	0.64
唐唐脱口秀	554	305	299	552	0.54	1.00	0.98
我的新衣	810	305	304	807	0.38	1.00	1.00
灵异事件	486	304	193	326	0.59	0.67	0.63
美女与极品	589	304	303	580	0.52	0.98	1.00
十万个冷笑话	559	304	304	557	0.55	1.00	1.00
武神赵子龙	425	304	302	412	0.73	0.97	0.99
一生所爱	735	304	185	429	0.43	0.58	0.61
反恐特战队	488	303	301	448	0.67	0.92	0.99
命中注定我爱你	525	303	268	450	0.60	0.86	0.88
秀丽江山之长歌行	420	303	302	372	0.81	0.89	1.00
谭晓彤	600	302	116	287	0.40	0.48	0.38
天下足球	1005	302	299	979	0.31	0.97	0.99
愤怒的小鸟	772	301	284	696	0.41	0.90	0.94
武工队传奇	428	301	301	426	0.71	1.00	1.00
幼女	1195	301	290	1058	0.27	0.89	0.96
坑王驾到	928	300	254	857	0.30	0.92	0.85
湄公河	861	300	295	808	0.37	0.94	0.98
刀客家族的女人	434	299	298	387	0.77	0.89	1.00
我的世界小本解说	740	299	152	442	0.34	0.60	0.51
咋了爸爸	724	299	198	415	0.48	0.57	0.66
僵尸	3125	298	275	2848	0.10	0.91	0.92
武媚娘传奇	335	297	297	332	0.89	0.99	1.00
反贪风暴	860	296	295	857	0.34	1.00	1.00
猫和老鼠国语版	507	296	295	506	0.58	1.00	1.00
青云志55	1075	296	271	999	0.27	0.93	0.92
球球大作战手游	439	296	272	405	0.67	0.92	0.92
上海滩	519	296	293	510	0.57	0.98	0.99
铁血武工队传奇	461	296	294	445	0.66	0.97	0.99
头号前妻	418	296	296	414	0.71	0.99	1.00
古惑仔4(战无不胜)	867	293	290	862	0.34	0.99	0.99
灵契	645	293	293	622	0.47	0.96	1.00
老九门43	398	292	292	393	0.74	0.99	1.00
天线宝宝	588	292	290	546	0.53	0.93	0.99
魅蓝5	584	292	256	516	0.50	0.88	0.88
我是演说家	801	291	251	657	0.38	0.82	0.86
小猪佩奇 全集版	623	291	276	571	0.48	0.92	0.95
大秧歌电视剧	392	290	287	334	0.86	0.85	0.99
二胡独奏	679	290	104	264	0.39	0.39	0.36
郭德纲相声集锦	543	290	270	477	0.57	0.88	0.93
熊出没之夺宝熊兵	561	290	290	554	0.52	0.99	1.00
葫芦娃	533	289	284	517	0.55	0.97	0.98
迈克尔杰克逊	857	289	204	530	0.38	0.62	0.71
宋仲基	1051	289	264	933	0.28	0.89	0.91
泰森	449	289	214	300	0.71	0.67	0.74
致富经	633	289	289	624	0.46	0.99	1.00
两个女匪王	1478	288	284	1389	0.20	0.94	0.99
且行且珍惜	525	288	288	502	0.57	0.96	1.00
香肠派对	715	288	279	656	0.43	0.92	0.97
包贝尔	1029	287	283	1010	0.28	0.98	0.99
十送红军	508	287	257	397	0.65	0.78	0.90
谢文东	528	286	286	513	0.56	0.97	1.00
gs8	828	285	215	610	0.35	0.74	0.75
黄家驹	719	285	180	414	0.43	0.58	0.63
婚闹	674	285	172	292	0.59	0.43	0.60
僵尸先生	681	285	279	653	0.43	0.96	0.98
bigbang	905	284	206	653	0.32	0.72	0.73
蜗居 电视剧	310	284	284	310	0.92	1.00	1.00
新还珠格格	352	284	284	335	0.85	0.95	1.00
夜店三国	2255	284	270	2149	0.13	0.95	0.95
财经郎眼	917	283	281	879	0.32	0.96	0.99
老梁观世界	1020	283	210	774	0.27	0.76	0.74
一起来看流星雨	443	283	281	426	0.66	0.96	0.99
播求	560	282	216	420	0.51	0.75	0.77
解放	384	282	282	370	0.76	0.96	1.00
钢铁骑士	565	281	280	547	0.51	0.97	1.00
女医明妃传国语	321	281	281	316	0.89	0.98	1.00
蒲团之极乐宝鉴	663	281	265	571	0.46	0.86	0.94
天龙八部黄日华版	551	281	281	538	0.52	0.98	1.00
因为爱情有幸福	591	281	281	584	0.48	0.99	1.00
交配	380	280	124	146	0.85	0.38	0.44
少帅电视剧	339	280	280	332	0.84	0.98	1.00
百家讲坛	1134	279	231	906	0.25	0.80	0.83
克拉恋人	398	279	276	377	0.73	0.95	0.99
老司机带带我	487	279	224	410	0.55	0.84	0.80
F22	390	278	252	311	0.81	0.80	0.91
黄晓明	1077	278	170	637	0.27	0.59	0.61
无心法师	681	278	278	666	0.42	0.98	1.00
暗杀星ez	776	277	267	754	0.35	0.97	0.96
潮剧	1088	277	142	447	0.32	0.41	0.51
斗鱼	2060	277	276	2022	0.14	0.98	1.00
航展2016	559	277	256	490	0.52	0.88	0.92
灵域	1248	277	277	1241	0.22	0.99	1.00
盛夏晚晴天	345	276	274	329	0.83	0.95	0.99
黑猫警长	534	275	271	523	0.52	0.98	0.99
歼20珠海	411	275	266	392	0.68	0.95	0.97
隋唐演义	418	275	275	409	0.67	0.98	1.00
布洛克·莱斯纳	673	274	169	353	0.48	0.52	0.62
一个好人	1221	274	262	1193	0.22	0.98	0.96
一仆二主	415	274	274	413	0.66	1.00	1.00
surface studio	503	273	257	452	0.57	0.90	0.94
刘恺威主演的电视剧	362	273	211	264	0.80	0.73	0.77
士兵突击	504	273	273	481	0.57	0.95	1.00
俞凌雄	330	273	184	218	0.84	0.66	0.67
榜样	869	272	272	862	0.32	0.99	1.00
耿直男儿	431	272	247	357	0.69	0.83	0.91
习马会	595	272	213	375	0.57	0.63	0.78
档案	1099	271	251	875	0.29	0.80	0.93
迪迦奥特曼	495	271	263	478	0.55	0.97	0.97
李连杰	1443	271	227	1211	0.19	0.84	0.84
鲁豫有约	1049	271	228	836	0.27	0.80	0.84
云南山歌	1168	271	123	458	0.27	0.39	0.45
文儿	671	270	154	326	0.47	0.49	0.57
性感	965	270	141	488	0.29	0.51	0.52
GS8	563	269	190	371	0.51	0.66	0.71
wwe送葬者	514	269	214	339	0.63	0.66	0.80
林中鸟	493	269	137	240	0.57	0.49	0.51
4岁女孩“精通”7国语言	428	267	267	414	0.64	0.97	1.00
爱情保卫战涂磊打人	899	267	197	640	0.31	0.71	0.74
光影	409	267	267	401	0.67	0.98	1.00
爵士舞	702	267	168	402	0.42	0.57	0.63
汪晨蕊	508	267	198	390	0.51	0.77	0.74
张嘉译主演的电视剧	617	267	147	291	0.51	0.47	0.55
中国好声音	1196	267	255	1010	0.25	0.84	0.96
荣威rx5	517	266	178	287	0.62	0.56	0.67
如果蜗牛	490	266	265	480	0.55	0.98	1.00
汤晶锦	472	266	177	235	0.75	0.50	0.67
我们结婚了	720	266	266	701	0.38	0.97	1.00
张奥凯	428	266	266	428	0.62	1.00	1.00
赵四	583	266	216	443	0.49	0.76	0.81
乡村爱情	896	265	262	665	0.39	0.74	0.99
小沈龙脱口秀全集	395	265	217	267	0.81	0.68	0.82
铠甲勇士	737	265	251	631	0.40	0.86	0.95
古天乐	1185	264	247	1019	0.24	0.86	0.94
盲僧	454	264	246	426	0.58	0.94	0.93
挖机视频表演	454	264	167	266	0.63	0.59	0.63
小沈龙脱口秀	418	264	236	350	0.67	0.84	0.89
朵拉历险记动画片国语版	433	263	256	420	0.61	0.97	0.97
特种兵之火凤凰	455	263	261	444	0.59	0.98	0.99
中国式闹婚惹外媒热议:只剩内衣还不罢休	440	263	263	440	0.60	1.00	1.00
ted演讲	886	262	152	462	0.33	0.52	0.58
猫	495	262	205	372	0.55	0.75	0.78
翻译官	335	261	261	335	0.78	1.00	1.00
韩国女团	715	261	144	329	0.44	0.46	0.55
西游记 六小龄童版	489	261	261	486	0.54	0.99	1.00
校花的贴身高手	527	261	261	518	0.50	0.98	1.00
亚东歌曲	334	261	0	9	0.00	0.03	0.00
越剧全剧	1095	261	100	477	0.21	0.44	0.38
大秦帝国之纵横国语	226	260	260	226	1.15	1.00	1.00
我爱我家	418	260	258	387	0.67	0.93	0.99
消防车	580	260	168	277	0.61	0.48	0.65
巴啦啦小魔仙	523	259	253	500	0.51	0.96	0.98
基督教舞蹈视频大全	485	259	52	154	0.34	0.32	0.20
霍建华	1378	258	200	950	0.21	0.69	0.78
热舞	1256	258	118	511	0.23	0.41	0.46
小沈阳	1126	258	212	851	0.25	0.76	0.82
雍正王朝	391	258	258	383	0.67	0.98	1.00
2016珠海航展飞行表演	629	257	220	524	0.42	0.83	0.86
包青天	696	257	255	605	0.42	0.87	0.99
大宅门	403	257	255	383	0.67	0.95	0.99
红色通道	455	257	257	442	0.58	0.97	1.00
巨神战击队之超救分队	512	257	249	471	0.53	0.92	0.97
男子酒后掐死女同事奸尸	513	257	257	513	0.50	1.00	1.00
我的滑板鞋华晨宇	365	257	255	360	0.71	0.99	0.99
我是潘金莲	1535	257	248	1512	0.16	0.99	0.96
倚天屠龙记	685	257	253	588	0.43	0.86	0.98
不良人2	608	256	256	607	0.42	1.00	1.00
沈腾小品全集	523	256	196	346	0.57	0.66	0.77
熊猫	836	256	137	514	0.27	0.61	0.54
杨洋郑爽	866	256	143	608	0.24	0.70	0.56
赵本山	982	256	214	783	0.27	0.80	0.84
超级工程	636	255	215	532	0.40	0.84	0.84
斗牛	733	255	175	383	0.46	0.52	0.69
新三国演义	2142	254	242	1794	0.13	0.84	0.95
s6世界总决赛	1729	253	214	1585	0.14	0.92	0.85
爱情	863	253	187	607	0.31	0.70	0.74
穿越剧电视剧大全	683	253	116	334	0.35	0.49	0.46
没有你陪伴真的好孤单	527	253	193	329	0.59	0.62	0.76
徐歌阳	550	253	208	458	0.45	0.83	0.82
许华升	584	253	171	307	0.56	0.53	0.68
葫芦娃动画片	443	252	252	440	0.57	0.99	1.00
画江湖	448	252	252	414	0.61	0.92	1.00
黄龙600	311	252	172	218	0.79	0.70	0.68
双程2	986	252	248	956	0.26	0.97	0.98
王子变青蛙	1050	252	238	926	0.26	0.88	0.94
医馆笑传2	332	252	252	330	0.76	0.99	1.00
周润发电影国语全部	513	252	89	193	0.46	0.38	0.35
朱一手正骨视频	544	252	252	544	0.46	1.00	1.00
斗龙战士4双龙核	787	251	248	744	0.33	0.95	0.99
鬼片大全	892	251	137	347	0.39	0.39	0.55
终极一班4	515	251	251	507	0.50	0.98	1.00
长大电视剧	365	250	250	363	0.69	0.99	1.00
邻居也疯狂	401	250	250	397	0.63	0.99	1.00
龙猫	752	250	202	649	0.31	0.86	0.81
情景喜剧电视剧	2350	250	144	1341	0.11	0.57	0.58
王思聪	655	250	170	449	0.38	0.69	0.68
广场舞2016新舞	529	249	150	310	0.48	0.59	0.60
天网	692	249	249	692	0.36	1.00	1.00
你好 李焕英	424	248	248	416	0.60	0.98	1.00
夏家三千金	385	248	245	347	0.71	0.90	0.99
比亚迪唐	331	247	128	162	0.79	0.49	0.52
弟子规	515	247	227	426	0.53	0.83	0.92
二人转	1080	247	169	559	0.30	0.52	0.68
法证先锋	385	247	247	385	0.64	1.00	1.00
歌舞团	645	247	81	201	0.40	0.31	0.33
郭德纲于谦	558	247	177	430	0.41	0.77	0.72
生死翻盘	326	247	247	266	0.93	0.82	1.00
舞蹈	1164	247	156	655	0.24	0.56	0.63
谢文东第四季	385	247	247	380	0.65	0.99	1.00
徐老师来巡山	486	247	241	474	0.51	0.98	0.98
映山红电视剧	374	247	247	369	0.67	0.99	1.00
众泰sr9	359	247	219	296	0.74	0.82	0.89
激情戏	595	246	143	334	0.43	0.56	0.58
兰陵王	451	246	246	451	0.55	1.00	1.00
守婚如玉	398	246	245	349	0.70	0.88	1.00
一起长大	933	246	245	917	0.27	0.98	1.00
比特犬	393	245	154	186	0.83	0.47	0.63
鹿鼎记 陈小春	305	245	245	300	0.82	0.98	1.00
女人的天空	909	245	240	871	0.28	0.96	0.98
老梁	951	244	139	586	0.24	0.62	0.57
围巾的各种围法	365	244	222	337	0.66	0.92	0.91
小马宝莉	639	244	244	628	0.39	0.98	1.00
百鸟朝凤	540	243	230	468	0.49	0.87	0.95
朴槿惠闺蜜门	451	242	235	438	0.54	0.97	0.97
千山暮雪	494	242	236	451	0.52	0.91	0.98
夏目友人帐	629	242	242	628	0.39	1.00	1.00
游击英雄	417	242	240	390	0.62	0.94	0.99
崔顺实	623	241	193	492	0.39	0.79	0.80
隐藏的歌手2	651	241	241	643	0.37	0.99	1.00
永不磨灭的番号	501	241	241	485	0.50	0.97	1.00
gta5	769	240	179	557	0.32	0.72	0.75
寂寞空庭春欲晚	388	240	240	378	0.63	0.97	1.00
来不及说我爱你	286	240	236	256	0.92	0.90	0.98
林老师的舞动世界	505	240	139	231	0.60	0.46	0.58
隋唐英雄传	438	240	240	437	0.55	1.00	1.00
迷你特工队	548	239	238	528	0.45	0.96	1.00
唐朝好男人	348	239	239	338	0.71	0.97	1.00
调皮王妃 电视剧	314	238	238	314	0.76	1.00	1.00
机械师2	1534	238	236	1463	0.16	0.95	0.99
拜托了冰箱	643	237	237	640	0.37	1.00	1.00
斗狗	351	237	149	185	0.81	0.53	0.63
加油吧实习生	420	237	237	420	0.56	1.00	1.00
美国冰河惊现神秘生物	419	237	237	416	0.57	0.99	1.00
山炮进城2	611	237	237	590	0.40	0.97	1.00
小品搞笑大全	962	237	182	650	0.28	0.68	0.77
吃奶	949	236	68	233	0.29	0.25	0.29
绝地逃亡	1950	236	230	1804	0.13	0.93	0.97
跨界歌王	558	236	233	539	0.43	0.97	0.99
守望先锋世界杯	479	236	217	449	0.48	0.94	0.92
小小智慧树	485	236	236	485	0.49	1.00	1.00
大染坊	367	235	234	365	0.64	0.99	1.00
快闪	468	235	87	148	0.59	0.32	0.37
离婚律师	347	235	235	345	0.68	0.99	1.00
美国冰河惊现神秘生物 体长4.57米身份不明	414	235	235	414	0.57	1.00	1.00
荣耀8	347	235	163	244	0.67	0.70	0.69
睡在我上铺的兄弟	414	235	235	408	0.58	0.99	1.00
温州鼓词	1429	235	109	509	0.21	0.36	0.46
W两个世界	516	234	234	507	0.46	0.98	1.00
ssw皮肤	305	234	231	295	0.78	0.97	0.99
大闹天竺	2176	234	229	2115	0.11	0.97	0.98
功夫	483	234	233	476	0.49	0.99	1.00
狐影	317	234	234	312	0.75	0.98	1.00
花千骨电视剧	263	234	233	248	0.94	0.94	1.00
神话	585	234	233	542	0.43	0.93	1.00
张国荣	918	234	161	578	0.28	0.63	0.69
bj20	2941	233	226	2925	0.08	0.99	0.97
南京土元养殖	28	233	198	25	7.92	0.89	0.85
旺旺队立大功	389	233	233	388	0.60	1.00	1.00
伏击电视剧29集	440	232	225	422	0.53	0.96	0.97
汉武大帝	348	232	232	331	0.70	0.95	1.00
架子鼓	534	232	134	265	0.51	0.50	0.58
狙击手(特别行动)	1259	232	232	1244	0.19	0.99	1.00
色戒	829	232	169	659	0.26	0.79	0.73
兽人必须死	436	232	230	427	0.54	0.98	0.99
微电影	1156	232	140	549	0.26	0.47	0.60
cad教程	652	231	212	531	0.40	0.81	0.92
王者荣耀李白	350	231	223	339	0.66	0.97	0.97
我是你的眼 电视剧	1056	231	206	889	0.23	0.84	0.89
彭德怀元帅电视剧	361	230	230	361	0.64	1.00	1.00
生化危机6	2122	230	220	2076	0.11	0.98	0.96
灌篮高手	636	229	221	609	0.36	0.96	0.97
女娲成长日记	506	229	228	489	0.47	0.97	1.00
朱镕基	343	229	137	181	0.76	0.53	0.60
oppo r9s	411	228	184	314	0.59	0.76	0.81
爸爸去哪儿第一季	586	228	224	567	0.40	0.97	0.98
龙珠超宇宙2	487	228	195	398	0.49	0.82	0.86
网球王子	430	228	228	413	0.55	0.96	1.00
邓小平	381	227	170	257	0.66	0.67	0.75
动漫	1129	227	157	618	0.25	0.55	0.69
郭川	695	227	175	493	0.35	0.71	0.77
斯大林格勒	906	227	180	824	0.22	0.91	0.79
掩护	363	227	227	362	0.63	1.00	1.00
我的二哥二嫂	227	226	225	223	1.01	0.98	1.00
悟空	737	226	184	553	0.33	0.75	0.81
雍正王朝 电视剧	268	226	224	258	0.87	0.96	0.99
周润发	1192	226	189	1055	0.18	0.89	0.84
阿凡达2	2300	225	211	2210	0.10	0.96	0.94
龙珠	817	225	222	789	0.28	0.97	0.99
艾瑞泽5	295	224	147	189	0.78	0.64	0.66
多情江山	290	224	223	284	0.79	0.98	1.00
狐妖小红娘	426	224	224	408	0.55	0.96	1.00
巨神战击队国语	440	224	224	434	0.52	0.99	1.00
来自星星的你	498	224	224	496	0.45	1.00	1.00
偶像来了	583	224	224	572	0.39	0.98	1.00
蜗居	320	224	224	316	0.71	0.99	1.00
一仆二主 全43集	299	224	224	297	0.75	0.99	1.00
千与千寻	503	223	215	469	0.46	0.93	0.96
特种兵之霹雳火	558	223	223	541	0.41	0.97	1.00
广场舞视频大全	746	222	173	462	0.37	0.62	0.78
花非花雾非雾	224	222	219	219	1.00	0.98	0.99
伦理电影片大全 激情	699	222	190	532	0.36	0.76	0.86
蜜獾	375	222	173	245	0.71	0.65	0.78
纳妾记	253	222	222	253	0.88	1.00	1.00
古惑仔5(龙争虎斗)	672	221	211	626	0.34	0.93	0.95
好先生电视剧	386	221	221	384	0.58	0.99	1.00
女性生殖	934	221	204	761	0.27	0.81	0.92
薛平贵与王宝钏	315	221	220	261	0.84	0.83	1.00
冰雪奇缘	833	220	188	675	0.28	0.81	0.85
大王叫我来巡山舞蹈	462	220	186	358	0.52	0.77	0.85
恋恋不忘电视剧	295	220	220	295	0.75	1.00	1.00
王小源	577	220	110	283	0.39	0.49	0.50
小黄飞	400	220	195	324	0.60	0.81	0.89
范冰冰	782	219	176	605	0.29	0.77	0.80
哈士奇	259	219	181	192	0.94	0.74	0.83
太极张三丰	1005	219	191	880	0.22	0.88	0.87
血色浪漫	398	219	219	397	0.55	1.00	1.00
英雄联盟s6世界总决赛	1047	219	183	972	0.19	0.93	0.84
直播港澳台	620	219	219	618	0.35	1.00	1.00
狗狗	433	218	182	333	0.55	0.77	0.83
韩剧	752	218	120	285	0.42	0.38	0.55
偶滴歌神啊第三季	652	218	218	645	0.34	0.99	1.00
WWE	842	217	192	723	0.27	0.86	0.88
超神学院	623	217	217	620	0.35	1.00	1.00
古典舞	743	217	120	294	0.41	0.40	0.55
广告	404	217	140	262	0.53	0.65	0.65
火凤凰女子特种兵	310	217	217	310	0.70	1.00	1.00
米奇妙妙屋国语	340	217	217	340	0.64	1.00	1.00
偶滴歌神啊	563	217	215	460	0.47	0.82	0.99
